data,cidade,polo,temp_ar_c,temp_max_c,temp_min_c,umidade_relativa_pct,ponto_orvalho_c,chuva_mm,radiacao_kj_m2,vento_ms,rajada_ms,origem_clima,vpd_kpa,dli_mol_m2_d
2026-11-04,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.73,27.74,16.97,69.82,15.7,4.13,20665.1,1.23,5.01,sazonal_sintetico,0.818,42.5
2026-11-05,Bragança Paulista/Atibaia,Circuito das Frutas-SP,20.79,28.49,12.54,69.71,14.73,0.0,19214.9,2.82,8.02,sazonal_sintetico,0.779,39.52
2026-11-06,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.46,29.71,15.98,70.5,16.56,0.0,14313.1,3.94,8.67,sazonal_sintetico,0.835,29.43
2026-11-07,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.75,26.18,14.89,82.3,18.21,0.0,21474.4,2.36,4.98,sazonal_sintetico,0.512,44.16
2026-11-08,Bragança Paulista/Atibaia,Circuito das Frutas-SP,20.78,25.84,14.89,79.15,16.61,4.99,24437.0,2.25,6.21,sazonal_sintetico,0.563,50.25
2026-11-09,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.67,28.11,16.66,86.87,20.04,0.0,21076.6,2.55,6.11,sazonal_sintetico,0.409,43.34
2026-11-10,Bragança Paulista/Atibaia,Circuito das Frutas-SP,20.9,26.13,15.26,90.92,19.08,0.0,22356.3,3.93,10.16,sazonal_sintetico,0.263,45.98
2026-11-11,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.51,26.98,16.4,67.98,15.1,0.0,18688.5,1.48,5.38,sazonal_sintetico,0.849,38.43
2026-11-12,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.99,28.06,11.27,75.83,15.16,0.0,13885.4,2.46,8.57,sazonal_sintetico,0.614,28.56
2026-11-13,Bragança Paulista/Atibaia,Circuito das Frutas-SP,20.56,27.6,15.96,67.24,14.01,0.0,13461.7,1.66,5.87,sazonal_sintetico,0.821,27.68
2026-11-14,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.55,26.44,13.31,70.18,13.59,1.32,19426.4,1.86,7.63,sazonal_sintetico,0.718,39.95
2026-11-15,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.97,27.85,15.56,71.35,16.24,0.0,17140.9,2.26,4.94,sazonal_sintetico,0.793,35.25
2026-11-16,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.0,25.85,13.0,68.5,12.7,3.78,16323.3,3.38,10.0,sazonal_sintetico,0.729,33.57
2026-11-17,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.8,26.78,15.28,68.68,15.54,0.0,18793.3,3.74,8.14,sazonal_sintetico,0.847,38.65
2026-11-18,Bragança Paulista/Atibaia,Circuito das Frutas-SP,20.5,25.72,16.22,75.17,15.53,0.0,20776.8,2.66,5.96,sazonal_sintetico,0.647,42.73
2026-11-19,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.46,28.72,16.73,67.8,16.02,0.0,15068.9,2.0,5.21,sazonal_sintetico,0.898,30.99
2026-11-20,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.93,26.45,16.8,82.34,18.4,0.0,17962.4,4.29,7.62,sazonal_sintetico,0.516,36.94
2026-11-21,Bragança Paulista/Atibaia,Circuito das Frutas-SP,23.48,31.25,15.97,70.16,17.52,2.12,23528.7,1.96,5.79,sazonal_sintetico,0.891,48.39
2026-11-22,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.01,27.91,16.2,96.38,21.29,0.0,16371.2,1.84,7.43,sazonal_sintetico,0.114,33.67
2026-11-23,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.85,24.27,13.22,73.69,13.58,0.0,21897.5,0.88,7.63,sazonal_sintetico,0.62,45.03
2026-11-24,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.01,28.66,14.34,77.48,16.5,0.0,18184.2,3.42,8.76,sazonal_sintetico,0.611,37.4
2026-11-25,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.51,26.93,13.18,68.04,13.12,0.0,21148.1,3.07,7.81,sazonal_sintetico,0.759,43.49
2026-11-26,Bragança Paulista/Atibaia,Circuito das Frutas-SP,20.48,26.38,14.66,89.17,18.32,2.22,22769.8,4.23,8.48,sazonal_sintetico,0.304,46.83
2026-11-27,Bragança Paulista/Atibaia,Circuito das Frutas-SP,23.38,28.7,17.86,85.19,20.42,0.0,21849.4,1.19,7.33,sazonal_sintetico,0.475,44.93
2026-11-28,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.21,29.0,14.39,79.56,18.12,7.72,22395.0,3.47,9.71,sazonal_sintetico,0.598,46.06
2026-11-29,Bragança Paulista/Atibaia,Circuito das Frutas-SP,20.39,26.48,15.65,68.18,14.02,0.0,16699.4,2.36,5.82,sazonal_sintetico,0.794,34.34
2026-11-30,Bragança Paulista/Atibaia,Circuito das Frutas-SP,20.0,27.38,11.8,79.2,15.84,0.0,23115.7,2.94,9.71,sazonal_sintetico,0.538,47.54
2026-12-01,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.51,27.96,15.31,69.99,15.51,11.41,17682.4,0.98,4.96,sazonal_sintetico,0.804,36.36
2026-12-02,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.81,27.03,14.04,88.2,17.45,0.0,20868.1,3.47,9.47,sazonal_sintetico,0.317,42.92
2026-12-03,Bragança Paulista/Atibaia,Circuito das Frutas-SP,20.62,24.69,14.89,83.74,17.37,3.44,20934.8,2.93,9.76,sazonal_sintetico,0.446,43.05
2026-12-04,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.05,28.07,17.65,78.86,17.82,0.0,21639.4,2.27,7.79,sazonal_sintetico,0.611,44.5
2026-12-05,Bragança Paulista/Atibaia,Circuito das Frutas-SP,23.28,28.17,19.27,61.24,15.53,0.0,21292.6,2.82,5.62,sazonal_sintetico,1.093,43.79
2026-12-06,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.56,30.97,16.88,71.52,16.86,7.8,18053.5,1.69,6.62,sazonal_sintetico,0.814,37.13
2026-12-07,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.54,24.81,11.2,83.33,15.21,0.0,16702.4,1.84,4.43,sazonal_sintetico,0.407,34.35
2026-12-08,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.22,29.44,16.01,87.11,19.64,0.0,22989.3,1.93,7.87,sazonal_sintetico,0.393,47.28
2026-12-09,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.94,27.86,15.97,86.49,19.24,2.53,21130.5,0.82,4.22,sazonal_sintetico,0.404,43.45
2026-12-10,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.46,27.4,18.17,67.68,16.0,0.0,23890.7,2.99,8.47,sazonal_sintetico,0.901,49.13
2026-12-11,Bragança Paulista/Atibaia,Circuito das Frutas-SP,24.19,31.66,17.93,81.04,20.4,1.57,20608.2,3.25,9.8,sazonal_sintetico,0.622,42.38
2026-12-12,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.08,24.24,14.41,86.13,16.3,0.0,16858.8,1.74,4.64,sazonal_sintetico,0.354,34.67
2026-12-13,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.18,25.68,15.83,67.51,14.68,10.13,23556.9,2.58,6.54,sazonal_sintetico,0.844,48.44
2026-12-14,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.87,29.27,18.29,79.16,18.71,0.0,19871.9,2.09,7.32,sazonal_sintetico,0.631,40.87
2026-12-15,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.87,24.2,15.91,81.22,16.12,0.0,21922.4,2.56,6.66,sazonal_sintetico,0.488,45.08
2026-12-16,Bragança Paulista/Atibaia,Circuito das Frutas-SP,24.19,30.96,18.85,77.29,19.65,0.24,19206.5,1.8,4.67,sazonal_sintetico,0.73,39.5
2026-12-17,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.68,28.21,17.22,66.52,15.98,3.77,25676.7,1.59,3.74,sazonal_sintetico,0.939,52.8
2026-12-18,Bragança Paulista/Atibaia,Circuito das Frutas-SP,23.38,28.77,17.73,77.29,18.84,0.0,18670.2,3.14,7.17,sazonal_sintetico,0.699,38.4
2026-12-19,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.43,25.23,16.03,77.36,16.9,0.0,20230.3,2.25,7.49,sazonal_sintetico,0.628,41.6
2026-12-20,Bragança Paulista/Atibaia,Circuito das Frutas-SP,23.4,28.6,17.87,78.69,19.14,0.0,21525.1,3.92,8.79,sazonal_sintetico,0.662,44.27
2026-12-21,Bragança Paulista/Atibaia,Circuito das Frutas-SP,23.79,30.6,16.83,75.86,18.97,8.2,18213.9,2.34,5.12,sazonal_sintetico,0.754,37.46
2026-12-22,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.66,27.27,18.16,76.78,18.01,7.16,22243.8,1.56,5.81,sazonal_sintetico,0.686,45.74
2026-12-23,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.69,29.13,16.03,79.68,18.62,0.0,25876.6,3.28,7.13,sazonal_sintetico,0.61,53.22
2026-12-24,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.77,27.0,17.3,83.13,19.39,0.0,20033.4,2.8,6.18,sazonal_sintetico,0.518,41.2
2026-12-25,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.21,26.43,13.44,77.97,16.8,0.0,22555.1,2.88,8.53,sazonal_sintetico,0.606,46.38
2026-12-26,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.24,26.65,15.56,77.3,17.7,0.0,13790.8,3.25,6.8,sazonal_sintetico,0.658,28.36
2026-12-27,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.26,27.28,17.41,80.87,18.44,0.0,21419.3,1.78,6.48,sazonal_sintetico,0.565,44.05
2026-12-28,Bragança Paulista/Atibaia,Circuito das Frutas-SP,23.04,27.72,18.0,66.84,16.41,12.06,20689.4,2.2,8.81,sazonal_sintetico,0.95,42.55
2026-12-29,Bragança Paulista/Atibaia,Circuito das Frutas-SP,23.92,29.82,19.38,83.69,20.66,1.26,19310.2,2.16,6.86,sazonal_sintetico,0.535,39.71
2026-12-30,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.07,30.4,12.87,80.4,17.15,0.0,24664.7,1.27,6.35,sazonal_sintetico,0.541,50.72
2026-12-31,Bragança Paulista/Atibaia,Circuito das Frutas-SP,22.4,26.43,19.04,80.74,18.54,0.0,20756.2,2.09,4.46,sazonal_sintetico,0.573,42.69
