Nome: SAO PAULO - MIRANTE
Codigo Estacao: A701
Latitude: -23.4962888
Longitude: -46.6200666
Altitude: 785.64
Situacao: Operante
Data Inicial: 2025-01-01
Data Final: 2025-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);UMIDADE RELATIVA DO AR, HORARIA(%);
2025-01-25;1200;0;2103;26,4;63;
2025-01-25;1300;0;2704;28,3;58;
2025-01-25;1400;0;3420,8;28,8;53;
2025-01-25;1500;0;3424,5;29,8;47;
2025-01-25;1600;0;3858,2;30,3;43;
2025-01-25;1700;0;2587,8;30,4;45;
2025-01-25;1800;0;1857,8;30,5;43;
2025-01-25;1900;0;1585,7;31,9;40;
2025-01-25;2000;0;1594,5;31,6;37;
2025-01-25;2100;0;858,8;30,4;46;
2025-01-25;2200;0;75,2;25,2;65;
2025-01-25;2300;,6;-2,9;22,7;85;
2025-01-26;0000;0;-3,2;23,6;71;
2025-01-26;0100;0;-3,5;23,6;70;
2025-01-26;0200;0;-3,5;21,9;82;
2025-01-26;0300;0;-3,5;22;82;
2025-01-26;0400;0;-1,8;22,7;77;
2025-01-26;0500;1,4;-1,7;21,9;82;
2025-01-26;0600;1;-3,5;21,3;88;
2025-01-26;0700;,4;-3,5;21,5;84;
2025-01-26;0800;0;-2;22;79;
2025-01-26;0900;0;12;21,9;80;
2025-01-26;1000;0;269,6;22,6;76;
2025-01-26;1100;0;865,6;23,6;70;
2025-01-26;1200;0;1795;26;62;
2025-01-26;1300;0;2057,3;26,6;60;
2025-01-26;1400;0;3425,8;29,1;57;
2025-01-26;1500;0;2792,2;29,1;51;
2025-01-26;1600;0;2825,7;29,3;50;
2025-01-26;1700;0;804,1;24,5;68;
2025-01-26;1800;,2;121,5;23,3;78;
2025-01-26;1900;13,6;203,5;22,1;91;
2025-01-26;2000;18,4;38,4;20,3;94;
2025-01-26;2100;4,6;28,1;19,8;99;
2025-01-26;2200;1,2;22,4;21,3;100;
2025-01-26;2300;,2;-,5;21,3;99;
2025-01-27;0000;0;2,6;21;96;
2025-01-27;0100;0;-,9;20,8;91;
2025-01-27;0200;0;,6;20,8;89;
2025-01-27;0300;0;0;20,8;88;
2025-01-27;0400;0;-1,5;21;88;
2025-01-27;0500;0;-2,2;21;87;
2025-01-27;0600;0;,4;21;85;
2025-01-27;0700;0;-2,7;21,1;85;
2025-01-27;0800;0;-1,9;21;81;
2025-01-27;0900;0;8,9;20,5;84;
2025-01-27;1000;0;409,9;22;79;
2025-01-27;1100;0;340,4;22,1;77;
2025-01-27;1200;0;537,4;23,4;74;
2025-01-27;1300;0;940,8;24;70;
2025-01-27;1400;0;1363,5;25,4;64;
2025-01-27;1500;2,8;371,2;22;84;
2025-01-27;1600;0;1789,9;25;67;
2025-01-27;1700;0;1946,7;25,9;61;
2025-01-27;1800;0;1304,9;25,8;65;
2025-01-27;1900;0;1697,5;25;69;
2025-01-27;2000;8,2;136,2;20,8;89;
2025-01-27;2100;1,6;185,9;21,3;91;
2025-01-27;2200;0;63;20,8;91;
2025-01-27;2300;,2;-1,2;20,6;90;
2025-01-28;0000;0;-2,8;20,1;90;
2025-01-28;0100;0;-1,7;20,7;89;
2025-01-28;0200;0;-3,1;20,1;87;
2025-01-28;0300;0;-3,5;19,9;88;
2025-01-28;0400;0;-3,5;19,8;89;
2025-01-28;0500;0;-3,5;19,6;90;
2025-01-28;0600;0;-3,5;19,6;90;
2025-01-28;0700;0;-3,5;19,6;90;
2025-01-28;0800;0;-3,3;19,8;90;
2025-01-28;0900;0;3,5;20,2;89;
2025-01-28;1000;0;123,4;20,7;88;
2025-01-28;1100;0;579,5;21,9;82;
2025-01-28;1200;0;1262,6;24,6;72;
2025-01-28;1300;0;1835,7;25,7;65;
2025-01-28;1400;0;2394,5;27,1;63;
2025-01-28;1500;0;2597,7;27,3;58;
2025-01-28;1600;0;2100,5;26,5;60;
2025-01-28;1700;5,2;2042,4;27,2;64;
2025-01-28;1800;,6;432,2;22,4;87;
2025-01-28;1900;0;977,2;23,7;83;
2025-01-28;2000;0;276,6;23,9;79;
2025-01-28;2100;0;125,5;22,8;83;
2025-01-28;2200;4;7,2;21,8;90;
2025-01-28;2300;2,2;-1,2;21,6;91;
2025-01-29;0000;,2;-1,4;21,5;92;
2025-01-29;0100;,4;-2,1;21,3;92;
2025-01-29;0200;0;-1;21,4;93;
2025-01-29;0300;,6;-,6;21,4;93;
2025-01-29;0400;,2;-1;21,3;97;
2025-01-29;0500;,4;-1,3;21,3;98;
2025-01-29;0600;,2;-1,3;21,1;99;
2025-01-29;0700;,2;-1,5;21;98;
2025-01-29;0800;0;-2;21;98;
2025-01-29;0900;0;4,7;21;99;
2025-01-29;1000;0;259,4;21,8;99;
2025-01-29;1100;0;581,7;22,4;89;
2025-01-29;1200;0;1136,1;24,5;78;
2025-01-29;1300;0;1798,7;25,6;69;
2025-01-29;1400;4,2;860,3;21,6;86;
2025-01-29;1500;,4;520,7;22,3;88;
2025-01-29;1600;9,2;474,3;20,3;91;
2025-01-29;1700;6;190,7;21,1;98;
2025-01-29;1800;,2;825,3;22,3;98;
2025-01-29;1900;1,6;273,1;21,7;92;
2025-01-29;2000;,2;542,5;22,2;90;
2025-01-29;2100;0;380,6;22,3;89;
2025-01-29;2200;0;107;22,1;88;
2025-01-29;2300;0;-2,4;21,8;87;
2025-01-30;0000;0;-2,1;21,5;89;
2025-01-30;0100;0;-2,3;21,5;86;
2025-01-30;0200;,2;-3,4;21,1;89;
2025-01-30;0300;0;-2,9;20,9;90;
2025-01-30;0400;0;-3,5;20,8;91;
2025-01-30;0500;0;-3,1;20,8;91;
2025-01-30;0600;0;-2,8;21;90;
2025-01-30;0700;0;-1,9;21,1;90;
2025-01-30;0800;0;-1,6;21;90;
2025-01-30;0900;0;4;21;91;
2025-01-30;1000;0;122;21,2;91;
2025-01-30;1100;0;265,9;21,7;89;
2025-01-30;1200;,2;403,3;22,1;86;
2025-01-30;1300;0;1174,8;23,9;74;
2025-01-30;1400;,4;718,3;22,5;83;
2025-01-30;1500;1,2;580;22,5;84;
2025-01-30;1600;0;2825,1;25,6;68;
2025-01-30;1700;1,2;895,6;22,1;85;
2025-01-30;1800;,2;609,8;22,8;81;
2025-01-30;1900;0;602,4;23,4;78;
2025-01-30;2000;1,2;93,7;22,1;87;
2025-01-30;2100;1,4;77,4;21,7;90;
2025-01-30;2200;,6;10;21,5;91;
2025-01-30;2300;,8;-1,8;21,4;92;
2025-01-31;0000;0;-2,2;21,4;95;
2025-01-31;0100;0;-1,5;21,2;96;
2025-01-31;0200;,2;-2,2;21,1;96;
2025-01-31;0300;0;-3,1;20,8;96;
2025-01-31;0400;0;-,1;21;91;
2025-01-31;0500;3,6;0;20,8;92;
2025-01-31;0600;,2;-1;20,7;91;
2025-01-31;0700;0;1,3;20,6;90;
2025-01-31;0800;,2;-,9;20,6;90;
2025-01-31;0900;0;-,9;20,7;90;
2025-01-31;1000;0;91,3;21,3;86;
2025-01-31;1100;0;179;21,8;83;
2025-01-31;1200;0;603,3;22,9;78;
2025-01-31;1300;0;923,2;23,6;77;
2025-01-31;1400;0;1230,3;23,8;73;
2025-01-31;1500;0;1882,2;25,4;67;
2025-01-31;1600;0;1085,5;24,6;68;
2025-01-31;1700;0;1951,2;25,4;64;
2025-01-31;1800;0;2464,7;26,4;60;
2025-01-31;1900;0;2097,3;26,7;57;
2025-01-31;2000;0;1221,7;25,9;61;
2025-01-31;2100;0;586,2;25,5;64;
2025-01-31;2200;0;92,3;24,5;69;
2025-01-31;2300;0;-3,3;22,9;82;
2025-02-01;0000;0;-3,3;22,7;84;
2025-02-01;0100;0;-3,1;22,7;82;
2025-02-01;0200;19,6;-1,7;20,3;92;
2025-02-01;0300;18,8;-,4;20,2;96;
2025-02-01;0400;18,8;-,2;19,6;100;
2025-02-01;0500;5,4;,1;19,2;100;
2025-02-01;0600;4,2;-,8;19,2;99;
2025-02-01;0700;7,4;-,6;19,1;98;
2025-02-01;0800;5;-,2;19,1;99;
2025-02-01;0900;,2;3,6;19;99;
2025-02-01;1000;,2;95,3;19,2;98;
2025-02-01;1100;0;289,3;19,9;97;
2025-02-01;1200;,4;348,1;20,6;91;
2025-02-01;1300;1,2;635,4;20,8;87;
2025-02-01;1400;,2;1698,1;23,2;78;
2025-02-01;1500;0;2209,8;24,3;71;
2025-02-01;1600;0;2371,9;25,3;65;
2025-02-01;1700;0;2346;26,2;62;
2025-02-01;1800;0;1344,6;26;61;
2025-02-01;1900;,2;1149,7;24,1;77;
2025-02-01;2000;0;1143,2;25,1;68;
2025-02-01;2100;0;385,6;24,7;72;
2025-02-01;2200;0;62,6;23,5;77;
2025-02-01;2300;,4;-3,1;21,4;86;
2025-02-02;0000;1;-2,2;21,4;91;
2025-02-02;0100;,2;-2;21,1;91;
2025-02-02;0200;0;-,9;21,2;92;
2025-02-02;0300;,2;-1,8;21,2;92;
2025-02-02;0400;,2;-1,7;21,1;92;
2025-02-02;0500;0;-1,5;21,1;92;
2025-02-02;0600;0;-2,1;21,2;92;
2025-02-02;0700;0;-2,2;21,1;92;
2025-02-02;0800;0;-2,7;21,3;88;
2025-02-02;0900;0;1,7;21,3;84;
2025-02-02;1000;0;193,3;22,3;79;
2025-02-02;1100;0;809,2;22,8;76;
2025-02-02;1200;0;1237,3;23,9;72;
2025-02-02;1300;0;2567,5;25,3;65;
2025-02-02;1400;0;1593,3;24,2;75;
2025-02-02;1500;0;2238,9;25,4;66;
2025-02-02;1600;0;2453,4;27;62;
2025-02-02;1700;0;3008,5;27,5;58;
2025-02-02;1800;,2;941,4;23,7;74;
2025-02-02;1900;0;920,2;24,9;74;
2025-02-02;2000;,4;555,3;23,8;78;
2025-02-02;2100;5,4;112,5;22,3;90;
2025-02-02;2200;0;26,7;21,8;88;
2025-02-02;2300;,8;-1,5;21,7;88;
2025-02-03;0000;,6;-2,3;21,5;90;
2025-02-03;0100;3;-1,3;21,1;91;
2025-02-03;0200;2,4;-,4;21,1;92;
2025-02-03;0300;11,8;-,5;20,6;93;
2025-02-03;0400;4,4;-1,7;20,7;97;
2025-02-03;0500;5;-,8;20,5;97;
2025-02-03;0600;3,4;-2;20,6;92;
2025-02-03;0700;1,4;-1,8;20,8;90;
2025-02-03;0800;,2;0;21;86;
2025-02-03;0900;1,2;,4;20,4;87;
2025-02-03;1000;,2;101,3;20,3;84;
2025-02-03;1100;0;259,2;20,7;83;
2025-02-03;1200;,6;486,2;21,2;83;
2025-02-03;1300;0;880,1;22,7;76;
2025-02-03;1400;0;1139,3;24,5;71;
2025-02-03;1500;0;1546;24,4;66;
2025-02-03;1600;0;1601;25,5;65;
2025-02-03;1700;0;2515,8;27,1;55;
2025-02-03;1800;0;1515,8;25,2;64;
2025-02-03;1900;1,2;461,5;22,9;78;
2025-02-03;2000;0;1270;25,4;67;
2025-02-03;2100;2,2;586,9;22,2;78;
2025-02-03;2200;,8;36,1;22,4;85;
2025-02-03;2300;,2;-2,4;22,2;83;
2025-02-04;0000;0;-2,1;21,6;86;
2025-02-04;0100;0;-1,3;21,9;81;
2025-02-04;0200;0;-3,1;22,4;77;
2025-02-04;0300;,4;-3;21,5;83;
2025-02-04;0400;0;-1,9;21,3;82;
2025-02-04;0500;0;-2,4;21,3;84;
2025-02-04;0600;0;-2,6;21,1;83;
2025-02-04;0700;0;-3,5;21,2;80;
2025-02-04;0800;0;-3,5;21,2;77;
2025-02-04;0900;0;2,8;20,8;79;
2025-02-04;1000;0;274,8;21,9;77;
2025-02-04;1100;0;1284,2;24,7;65;
2025-02-04;1200;0;2465,9;26,9;55;
2025-02-04;1300;0;2531,8;25,8;57;
2025-02-04;1400;0;2345,7;26,7;55;
2025-02-04;1500;0;1771,2;26,7;57;
2025-02-04;1600;0;1961,7;27,8;55;
2025-02-04;1700;0;2037,4;26,4;60;
2025-02-04;1800;,2;1216,5;25,4;62;
2025-02-04;1900;0;1076,4;25,9;62;
2025-02-04;2000;7,2;389,9;20,4;87;
2025-02-04;2100;3,2;94,8;20,5;90;
2025-02-04;2200;1,8;32,7;20,7;90;
2025-02-04;2300;,2;-2,9;20,8;90;
2025-02-05;0000;0;-2,4;20,8;91;
2025-02-05;0100;0;-2,4;21,1;90;
2025-02-05;0200;0;-3,5;20,8;90;
2025-02-05;0300;0;-3,5;20,4;90;
2025-02-05;0400;0;-3,2;20,4;90;
2025-02-05;0500;0;-2,8;20,3;90;
2025-02-05;0600;0;-3,2;20,2;90;
2025-02-05;0700;0;-3,5;20;90;
2025-02-05;0800;0;-2,9;20,1;90;
2025-02-05;0900;0;7,5;20;91;
2025-02-05;1000;0;274,2;21,4;88;
2025-02-05;1100;0;1125,1;23,9;73;
2025-02-05;1200;0;1809,7;27;64;
2025-02-05;1300;0;2410,2;26,9;57;
2025-02-05;1400;0;2746,5;27,2;55;
2025-02-05;1500;0;3621,5;29;50;
2025-02-05;1600;0;3228,1;30,1;47;
2025-02-05;1700;0;2955,7;28,9;51;
2025-02-05;1800;0;871;27,2;57;
2025-02-05;1900;0;1096,1;27,5;57;
2025-02-05;2000;0;510,6;26,7;60;
2025-02-05;2100;0;164,1;25;68;
2025-02-05;2200;0;4,8;25;67;
2025-02-05;2300;0;-3,5;24,5;64;
2025-02-06;0000;0;-3,5;24,2;63;
2025-02-06;0100;0;-3,5;23,9;66;
2025-02-06;0200;0;-3,5;23;69;
2025-02-06;0300;0;-3,5;22,5;74;
2025-02-06;0400;0;-3,5;22,6;71;
2025-02-06;0500;0;-3,5;21,7;75;
2025-02-06;0600;0;-3,5;21,5;78;
2025-02-06;0700;0;-3,5;21,2;78;
2025-02-06;0800;0;-3,5;21,1;77;
2025-02-06;0900;0;6,5;20,7;81;
2025-02-06;1000;0;375,6;23,8;67;
2025-02-06;1100;0;1194,8;26,2;60;
2025-02-06;1200;0;2073,8;27,8;54;
2025-02-06;1300;0;2873,2;29;44;
2025-02-06;1400;0;3512,6;29,3;42;
2025-02-06;1500;0;3158,8;29,8;44;
2025-02-06;1600;0;3789,9;31,2;34;
2025-02-06;1700;0;3036,8;31,2;36;
2025-02-06;1800;0;3289,4;32,4;32;
2025-02-06;1900;0;1966;31,5;33;
2025-02-06;2000;0;1395,2;31;37;
2025-02-06;2100;0;459,7;30;42;
2025-02-06;2200;2,8;70,4;21,2;80;
2025-02-06;2300;15,8;0;20,6;91;
2025-02-07;0000;0;3;21,4;84;
2025-02-07;0100;0;-1,8;21,9;83;
2025-02-07;0200;0;-3,1;22;81;
2025-02-07;0300;0;-3,5;22;80;
2025-02-07;0400;0;-3,5;21,8;82;
2025-02-07;0500;0;-3,5;21,5;83;
2025-02-07;0600;0;-3,5;21,8;82;
2025-02-07;0700;0;-3,5;21,2;82;
2025-02-07;0800;0;-3,5;21,2;81;
2025-02-07;0900;0;2,5;21;82;
2025-02-07;1000;0;321,6;23,2;73;
2025-02-07;1100;0;1169,4;25,9;70;
2025-02-07;1200;0;1999;28,3;55;
2025-02-07;1300;0;2791,9;29,8;46;
2025-02-07;1400;0;3317,5;29,5;44;
2025-02-07;1500;0;946,8;30,3;44;
2025-02-07;1600;0;2614;31;42;
2025-02-07;1700;0;1468,1;28,9;48;
2025-02-07;1800;0;222,2;25,9;62;
2025-02-07;1900;0;1661,8;30,3;46;
2025-02-07;2000;0;1419,7;27,8;57;
2025-02-07;2100;0;746,1;27,3;59;
2025-02-07;2200;0;80,4;25,2;68;
2025-02-07;2300;0;-3,5;24,1;71;
2025-02-08;0000;0;-3,5;24;72;
2025-02-08;0100;0;-3,5;23,6;73;
2025-02-08;0200;0;-3,5;23,1;76;
2025-02-08;0300;0;-3,5;22,7;77;
2025-02-08;0400;0;-3,5;22,4;79;
2025-02-08;0500;0;-3,5;22,2;82;
2025-02-08;0600;0;-3,5;22;81;
2025-02-08;0700;0;-3,5;22;81;
2025-02-08;0800;0;-2,6;22,1;81;
2025-02-08;0900;0;2,6;22,2;81;
2025-02-08;1000;0;291,3;22,9;77;
2025-02-08;1100;0;831,5;24,1;72;
2025-02-08;1200;0;1167;25,5;64;
2025-02-08;1300;0;2499,5;27,6;51;
2025-02-08;1400;0;2543,3;28,4;47;
2025-02-08;1500;0;3179,8;29,4;43;
2025-02-08;1600;0;2915,1;31,2;44;
2025-02-08;1700;0;2606,5;31;43;
2025-02-08;1800;0;3030,4;29,7;47;
2025-02-08;1900;0;2530,3;29,3;49;
2025-02-08;2000;0;1573,7;27,1;55;
2025-02-08;2100;0;651,9;25,2;64;
2025-02-08;2200;0;162,5;23,8;68;
2025-02-08;2300;0;-3,2;23,5;69;
2025-02-09;0000;0;-3,5;22,9;71;
2025-02-09;0100;0;-3,5;22,8;72;
2025-02-09;0200;0;-3,4;22,6;73;
2025-02-09;0300;0;-2,9;22,3;76;
2025-02-09;0400;0;-3,5;21,9;75;
2025-02-09;0500;0;-3,4;21,9;76;
2025-02-09;0600;0;-3,5;21,4;76;
2025-02-09;0700;0;-3,5;21,1;78;
2025-02-09;0800;0;-3,5;20,6;81;
2025-02-09;0900;0;-1,7;20,5;82;
2025-02-09;1000;0;243,8;21,8;78;
2025-02-09;1100;0;822,1;23,9;65;
2025-02-09;1200;0;1901;25,7;53;
2025-02-09;1300;0;2636,6;27,3;41;
2025-02-09;1400;0;3080,4;29;35;
2025-02-09;1500;0;3748,8;30,9;28;
2025-02-09;1600;0;3856,1;31,1;29;
2025-02-09;1700;0;3764,8;32,6;26;
2025-02-09;1800;0;2215,5;29,9;46;
2025-02-09;1900;0;2403;30,8;44;
2025-02-09;2000;0;1716,4;29,1;50;
2025-02-09;2100;0;634,9;25,9;61;
2025-02-09;2200;0;93,1;24,4;67;
2025-02-09;2300;0;-3,5;23,9;69;
2025-02-10;0000;0;-3,2;23,4;69;
2025-02-10;0100;0;-3,5;22,6;71;
2025-02-10;0200;0;-3,5;22,2;71;
2025-02-10;0300;0;-3,5;21,7;73;
2025-02-10;0400;0;-3,5;21,2;78;
2025-02-10;0500;0;-3,5;21,1;80;
2025-02-10;0600;0;-3,5;20,8;82;
2025-02-10;0700;0;-3,5;20,5;82;
2025-02-10;0800;0;-3,5;20,6;82;
2025-02-10;0900;0;-,4;20,2;85;
2025-02-10;1000;0;267,2;22,1;76;
2025-02-10;1100;0;1210;23,9;68;
2025-02-10;1200;0;1963,9;26,1;62;
2025-02-10;1300;0;2851,6;28,5;50;
2025-02-10;1400;0;3181,3;28,6;44;
2025-02-10;1500;0;2600,3;28,7;43;
2025-02-10;1600;0;2634,9;30,7;38;
2025-02-10;1700;0;3153,2;31;36;
2025-02-10;1800;0;647,6;28,8;52;
2025-02-10;1900;,4;766,6;24,7;78;
2025-02-10;2000;35,6;11,6;18,7;92;
2025-02-10;2100;1;28,2;19,4;97;
2025-02-10;2200;0;33,5;20,9;90;
2025-02-10;2300;0;-2,3;21;88;
2025-02-11;0000;0;-2,5;21,7;86;
2025-02-11;0100;0;-2,2;21,7;84;
2025-02-11;0200;0;-2,8;21,7;85;
2025-02-11;0300;0;-3,5;21,6;86;
2025-02-11;0400;0;-3,5;21,6;87;
2025-02-11;0500;0;-3,5;21,1;88;
2025-02-11;0600;0;-3,5;21;89;
2025-02-11;0700;0;-3,5;20,7;90;
2025-02-11;0800;0;-3,5;20,6;90;
2025-02-11;0900;0;,8;20,5;90;
2025-02-11;1000;0;284,2;22,4;82;
2025-02-11;1100;0;1209,2;25,2;65;
2025-02-11;1200;0;1730,3;26,6;57;
2025-02-11;1300;0;2907,6;28,1;47;
2025-02-11;1400;0;3537,4;29,1;39;
2025-02-11;1500;0;3748,6;29,7;34;
2025-02-11;1600;0;2865,1;30,8;30;
2025-02-11;1700;0;3716,7;31;30;
2025-02-11;1800;0;3214,2;31,4;29;
2025-02-11;1900;0;1124,2;31,1;32;
2025-02-11;2000;0;1536,5;31,1;30;
2025-02-11;2100;null;null;null;null;
2025-02-11;2200;0;73,4;27,5;63;
2025-02-11;2300;0;-3,5;26,5;70;
2025-02-12;0000;0;-3,5;26,1;56;
2025-02-12;0100;0;-3,5;25,6;58;
2025-02-12;0200;0;-3,5;24,7;63;
2025-02-12;0300;0;-3,5;24,2;67;
2025-02-12;0400;0;-3,5;23,5;67;
2025-02-12;0500;0;-3,5;23,4;66;
2025-02-12;0600;0;-3,5;23,2;68;
2025-02-12;0700;0;-3,5;22,7;70;
2025-02-12;0800;0;-3,5;22,6;72;
2025-02-12;0900;0;-1,3;22,4;72;
2025-02-12;1000;0;229,7;25,2;63;
2025-02-12;1100;0;1140,1;26,3;56;
2025-02-12;1200;0;1831,9;28,5;48;
2025-02-12;1300;0;2546,6;28,1;44;
2025-02-12;1400;0;3167,8;29,3;43;
2025-02-12;1500;0;2954,5;30,1;35;
2025-02-12;1600;0;3439;30,9;36;
2025-02-12;1700;0;2891,3;31,8;35;
2025-02-12;1800;0;2680,1;30,3;40;
2025-02-12;1900;0;1571,1;31,3;35;
2025-02-12;2000;0;1709,2;31;34;
2025-02-12;2100;0;524,1;30;35;
2025-02-12;2200;0;82,3;28,4;46;
2025-02-12;2300;0;-3,5;27,5;51;
2025-02-13;0000;0;-3,5;26,7;59;
2025-02-13;0100;0;-3,5;26,5;54;
2025-02-13;0200;0;-3,5;26,1;52;
2025-02-13;0300;0;-3,5;25,3;57;
2025-02-13;0400;null;null;null;null;
2025-02-13;0500;0;-3,5;24,5;63;
2025-02-13;0600;0;-3,5;24,4;68;
2025-02-13;0700;0;-3,5;24,1;69;
2025-02-13;0800;0;-3,1;23,3;72;
2025-02-13;0900;0;-1,3;22,8;75;
2025-02-13;1000;0;258;24;72;
2025-02-13;1100;0;788,9;24,6;69;
2025-02-13;1200;0;1745,2;25,8;59;
2025-02-13;1300;0;2768,2;27,6;54;
2025-02-13;1400;0;2995,8;29,3;52;
2025-02-13;1500;0;2889,5;29,9;43;
2025-02-13;1600;0;2384,9;30,3;36;
2025-02-13;1700;0;1551,2;29;38;
2025-02-13;1800;0;463,9;28,1;49;
2025-02-13;1900;12,6;23,1;20,4;87;
2025-02-13;2000;1,2;51,7;21,4;86;
2025-02-13;2100;1;123;21,8;82;
2025-02-13;2200;,8;21,1;20,7;86;
2025-02-13;2300;,6;-2,8;20,8;89;
2025-02-14;0000;0;-3;20,7;89;
2025-02-14;0100;0;-3,2;21,4;88;
2025-02-14;0200;0;-3,5;21;88;
2025-02-14;0300;0;-3,5;21,2;89;
2025-02-14;0400;0;-3,2;21,3;87;
2025-02-14;0500;0;-3,5;21,2;85;
2025-02-14;0600;0;-3,4;21,3;85;
2025-02-14;0700;0;-3,1;21,1;86;
2025-02-14;0800;0;-2,2;21;86;
2025-02-14;0900;0;-2;20,7;87;
2025-02-14;1000;0;126,7;21,5;85;
2025-02-14;1100;0;865,9;24;76;
2025-02-14;1200;0;1561,5;25,2;69;
2025-02-14;1300;0;2551;26,9;60;
2025-02-14;1400;0;3168,5;28,2;57;
2025-02-14;1500;0;2228,7;28,3;53;
2025-02-14;1600;0;1249,5;28,3;53;
2025-02-14;1700;0;277,8;25,8;66;
2025-02-14;1800;34,4;20;20,2;92;
2025-02-14;1900;1,4;95,1;21;98;
2025-02-14;2000;0;954,6;22,8;90;
2025-02-14;2100;0;360,1;23,2;87;
2025-02-14;2200;0;40,6;22,9;85;
2025-02-14;2300;0;-2,1;22,8;83;
2025-02-15;0000;0;-2,9;22,3;85;
2025-02-15;0100;0;-3,1;21,7;85;
2025-02-15;0200;0;-3,4;21,6;85;
2025-02-15;0300;0;-3,5;21,2;87;
2025-02-15;0400;0;-3,5;21;89;
2025-02-15;0500;0;-3,5;20,7;89;
2025-02-15;0600;0;-3,5;20,5;88;
2025-02-15;0700;0;-3,5;20,2;89;
2025-02-15;0800;0;-2,7;19,9;90;
2025-02-15;0900;0;-,9;19,5;89;
2025-02-15;1000;0;73,8;19,9;89;
2025-02-15;1100;0;326,5;20,6;87;
2025-02-15;1200;0;1014,7;23;78;
2025-02-15;1300;0;2632,2;25,5;67;
2025-02-15;1400;0;3288,5;27,1;57;
2025-02-15;1500;0;3584,8;28,3;50;
2025-02-15;1600;0;3157,1;29,5;48;
2025-02-15;1700;0;2117,8;30,1;49;
2025-02-15;1800;0;1760;31,2;39;
2025-02-15;1900;0;2532,1;32,3;36;
2025-02-15;2000;,2;1465,3;28;68;
2025-02-15;2100;2,8;282,2;25,1;81;
2025-02-15;2200;0;48,9;24,6;79;
2025-02-15;2300;0;-3;24,4;78;
2025-02-16;0000;0;-2,2;24,4;78;
2025-02-16;0100;0;-2,2;24,4;76;
2025-02-16;0200;0;-2,4;24,1;78;
2025-02-16;0300;0;-2,8;24;80;
2025-02-16;0400;0;-3,5;23,3;83;
2025-02-16;0500;0;-3,5;23,1;83;
2025-02-16;0600;0;-3,5;22,5;85;
2025-02-16;0700;0;-3,5;22,3;83;
2025-02-16;0800;0;-3,5;21,9;84;
2025-02-16;0900;0;-1,6;21,5;85;
2025-02-16;1000;0;192,2;24;76;
2025-02-16;1100;0;992,6;25,3;65;
2025-02-16;1200;0;1952,2;27,2;57;
2025-02-16;1300;0;2739,5;29;49;
2025-02-16;1400;0;3354,9;30,1;49;
2025-02-16;1500;0;3702,5;30,7;46;
2025-02-16;1600;0;3088,2;31,9;40;
2025-02-16;1700;0;2102,1;31;40;
2025-02-16;1800;0;2215;31,8;39;
2025-02-16;1900;0;2414;32,3;35;
2025-02-16;2000;0;1510,3;32,2;36;
2025-02-16;2100;0;790,3;31,7;36;
2025-02-16;2200;0;69,2;30,3;41;
2025-02-16;2300;0;-3,5;29,1;46;
2025-02-17;0000;0;-3,5;28,3;48;
2025-02-17;0100;0;-3,5;28;49;
2025-02-17;0200;0;-3,5;27,1;51;
2025-02-17;0300;0;-3,5;27,3;49;
2025-02-17;0400;0;-3,5;25,7;58;
2025-02-17;0500;0;-3,5;25;59;
2025-02-17;0600;0;-3,5;24,3;62;
2025-02-17;0700;0;-3,5;24;63;
2025-02-17;0800;0;-3,5;23,5;60;
2025-02-17;0900;0;-2,3;23,2;65;
2025-02-17;1000;0;183,2;26,1;58;
2025-02-17;1100;0;1028,4;28,2;48;
2025-02-17;1200;0;2025,7;28,8;41;
2025-02-17;1300;0;2849,9;29,8;37;
2025-02-17;1400;0;3467,9;31,2;34;
2025-02-17;1500;0;3805,6;31,9;29;
2025-02-17;1600;0;3851,4;32,2;26;
2025-02-17;1700;0;3677;32,8;26;
2025-02-17;1800;0;3317,8;32,8;26;
2025-02-17;1900;0;2574,7;32,8;27;
2025-02-17;2000;0;1710,1;32,4;28;
2025-02-17;2100;0;801,2;31,6;29;
2025-02-17;2200;0;47,4;30,3;32;
2025-02-17;2300;0;-3,5;29,1;37;
2025-02-18;0000;0;-3,5;28,4;41;
2025-02-18;0100;0;-3,5;27,3;45;
2025-02-18;0200;0;-3,5;27,8;43;
2025-02-18;0300;0;-3,5;27,1;46;
2025-02-18;0400;0;-3,5;26,5;49;
2025-02-18;0500;0;-3,5;25,6;54;
2025-02-18;0600;0;-3,5;24,9;54;
2025-02-18;0700;0;-3,5;24,8;59;
2025-02-18;0800;0;-3,5;23,8;72;
2025-02-18;0900;0;-,6;23,8;77;
2025-02-18;1000;0;166,4;24,9;73;
2025-02-18;1100;0;806,4;27,5;64;
2025-02-18;1200;0;1935,4;29;56;
2025-02-18;1300;0;2644,5;29,9;50;
2025-02-18;1400;0;2139,8;30,2;46;
2025-02-18;1500;0;2959,6;31;39;
2025-02-18;1600;0;1852,2;32;37;
2025-02-18;1700;0;2255,6;32,4;33;
2025-02-18;1800;,2;374,5;24,5;66;
2025-02-18;1900;14,4;162,1;22,1;84;
2025-02-18;2000;0;139,8;23,3;75;
