timestamp,polo,sistema,cultivar,dias_apos_transplante,fase,N_mg_dm3,P_mg_dm3,K_mg_dm3,ph,umidade_solo_pct,temp_solo_c,temp_ar_c,temp_max_c,temp_min_c,umidade_relativa_pct,vpd_kpa,dli_mol_m2_d,chuva_mm,origem_clima,classe_acao,motivo,saude_pct
2026-04-10,Circuito das Frutas-SP,solo_convencional,San Andreas,5,vegetativo,36.0,31.5,129.6,5.62,60.1,18.0,18.5,24.5,12.4,73.0,0.62,24.8,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-10-08,Circuito das Frutas-SP,solo_convencional,San Andreas,117,producao,20.9,38.5,176.4,6.36,39.7,19.5,18.8,24.4,12.9,77.9,0.53,27.3,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-01-16,Circuito das Frutas-SP,solo_convencional,San Andreas,115,producao,25.0,79.6,107.0,5.61,122.6,22.3,22.2,29.6,18.5,81.7,0.56,39.8,4.6,observado_horario_agregado,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-09-21,Circuito das Frutas-SP,solo_convencional,San Andreas,38,floracao,15.0,32.1,105.4,5.71,72.5,17.7,16.4,20.7,12.1,69.4,0.61,34.5,1.9,sazonal_sintetico,0,condições dentro do ideal,100
2026-06-22,Circuito das Frutas-SP,solo_convencional,San Andreas,171,producao,33.6,64.7,179.2,6.23,29.2,14.4,15.0,21.0,11.3,84.5,0.31,30.1,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-05-09,Circuito das Frutas-SP,solo_convencional,San Andreas,36,floracao,27.3,65.9,148.0,5.85,39.8,16.8,17.0,25.4,9.2,71.7,0.59,33.4,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-09-02,Circuito das Frutas-SP,solo_convencional,San Andreas,99,frutificacao,39.9,69.0,122.9,7.76,68.1,19.4,19.2,25.0,12.0,64.3,0.81,20.3,3.2,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-11-24,Circuito das Frutas-SP,solo_convencional,San Andreas,47,floracao,29.9,73.0,174.0,5.83,58.3,20.6,21.0,28.7,14.3,77.5,0.61,37.4,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-04-04,Circuito das Frutas-SP,solo_convencional,San Andreas,138,producao,39.8,37.3,111.4,6.24,83.0,19.4,20.0,23.9,15.0,62.8,0.88,44.4,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-05-26,Circuito das Frutas-SP,solo_convencional,San Andreas,127,producao,35.4,47.3,101.2,6.28,18.0,15.1,16.3,21.7,10.7,63.8,0.7,22.4,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-02-16,Circuito das Frutas-SP,solo_convencional,San Andreas,62,floracao,27.7,9.2,108.6,5.98,67.8,22.1,23.6,31.5,16.5,75.7,0.75,29.6,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-03-16,Circuito das Frutas-SP,solo_convencional,San Andreas,44,floracao,38.5,74.3,112.0,6.28,84.0,20.2,21.4,25.6,16.0,75.1,0.68,49.4,4.9,sazonal_sintetico,0,condições dentro do ideal,100
2026-12-04,Circuito das Frutas-SP,solo_convencional,San Andreas,133,producao,98.0,31.5,126.2,6.04,62.9,23.4,22.0,28.1,17.6,78.9,0.61,44.5,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-08-21,Circuito das Frutas-SP,solo_convencional,San Andreas,171,producao,44.9,65.8,104.8,6.47,79.4,16.5,16.2,22.9,10.3,71.1,0.58,35.5,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-04-29,Circuito das Frutas-SP,solo_convencional,San Andreas,21,vegetativo,64.9,66.8,88.7,6.38,59.2,20.1,20.7,26.2,13.6,65.1,0.87,32.5,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-06-25,Circuito das Frutas-SP,solo_convencional,San Andreas,8,vegetativo,37.9,40.2,109.1,6.49,71.7,16.6,15.8,19.1,10.6,58.6,0.76,25.1,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-08-16,Circuito das Frutas-SP,solo_convencional,San Andreas,29,vegetativo,37.5,196.6,120.9,6.3,73.8,15.7,18.2,26.0,10.3,52.7,0.96,20.6,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-03-11,Circuito das Frutas-SP,solo_convencional,San Andreas,74,frutificacao,37.7,57.6,106.1,5.85,76.6,21.4,21.2,26.6,17.4,63.9,0.92,36.8,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-11-11,Circuito das Frutas-SP,solo_convencional,San Andreas,94,frutificacao,21.4,73.3,96.1,6.07,67.7,22.0,21.5,27.0,16.4,68.0,0.85,38.4,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-05-31,Circuito das Frutas-SP,solo_convencional,San Andreas,128,producao,29.0,76.7,114.6,6.46,21.0,16.5,16.4,21.3,11.4,69.0,0.62,24.1,4.2,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-12-27,Circuito das Frutas-SP,solo_convencional,San Andreas,113,producao,37.7,9.2,82.6,6.03,75.2,19.6,22.3,27.3,17.4,80.9,0.56,44.0,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-01-21,Circuito das Frutas-SP,solo_convencional,San Andreas,4,vegetativo,43.8,41.5,128.2,6.32,81.1,18.4,17.2,21.9,14.7,85.5,0.3,36.1,0.0,observado_horario_agregado,0,condições dentro do ideal,100
2026-06-26,Circuito das Frutas-SP,solo_convencional,San Andreas,86,frutificacao,36.5,44.9,85.9,6.41,82.0,18.5,17.8,22.3,12.1,67.9,0.69,20.7,9.9,sazonal_sintetico,0,condições dentro do ideal,100
2026-06-02,Circuito das Frutas-SP,solo_convencional,San Andreas,115,producao,32.4,49.2,175.4,7.64,56.6,13.5,14.2,19.7,6.6,68.3,0.56,24.7,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-12-03,Circuito das Frutas-SP,solo_convencional,San Andreas,6,vegetativo,32.2,65.6,142.4,6.31,120.0,20.6,20.6,24.7,14.9,83.7,0.45,43.0,3.4,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-06-19,Circuito das Frutas-SP,solo_convencional,San Andreas,11,vegetativo,41.2,52.1,100.1,5.93,89.1,15.9,15.7,21.6,8.8,64.9,0.66,24.3,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-04-05,Circuito das Frutas-SP,solo_convencional,San Andreas,42,floracao,23.4,61.9,174.9,4.31,87.3,17.4,17.7,22.3,12.0,68.0,0.69,41.0,19.9,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-03-11,Circuito das Frutas-SP,solo_convencional,San Andreas,1,vegetativo,33.7,52.0,168.6,7.89,56.0,20.0,21.2,26.6,17.4,63.9,0.92,36.8,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-05-24,Circuito das Frutas-SP,solo_convencional,San Andreas,147,producao,37.3,45.6,133.5,5.88,67.7,18.2,17.4,22.6,12.7,73.8,0.57,33.6,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-10-31,Circuito das Frutas-SP,solo_convencional,San Andreas,89,frutificacao,6.6,31.7,92.7,6.5,79.8,19.5,19.2,23.5,14.4,75.8,0.59,36.1,3.3,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-04-27,Circuito das Frutas-SP,solo_convencional,San Andreas,34,vegetativo,35.8,73.0,124.4,6.22,27.9,17.5,19.0,25.4,14.4,68.4,0.73,28.4,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-12-02,Circuito das Frutas-SP,solo_convencional,San Andreas,58,floracao,42.9,34.1,116.4,6.46,56.6,19.5,19.8,27.0,14.0,88.2,0.32,42.9,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-08-13,Circuito das Frutas-SP,solo_convencional,San Andreas,168,producao,20.6,52.9,148.9,5.82,87.1,16.3,15.6,23.0,9.6,65.6,0.65,19.6,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-12-01,Circuito das Frutas-SP,solo_convencional,San Andreas,168,producao,25.5,39.2,115.2,5.75,18.8,22.6,21.5,28.0,15.3,70.0,0.8,36.4,11.4,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-06-18,Circuito das Frutas-SP,solo_convencional,San Andreas,52,floracao,30.3,65.6,158.4,5.91,84.7,15.1,15.6,19.4,9.4,64.2,0.67,19.5,8.6,sazonal_sintetico,0,condições dentro do ideal,100
2026-09-14,Circuito das Frutas-SP,solo_convencional,San Andreas,92,frutificacao,89.1,36.2,143.8,6.15,82.2,17.5,17.4,22.0,14.0,58.8,0.82,31.1,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-09-25,Circuito das Frutas-SP,solo_convencional,San Andreas,44,floracao,44.6,63.5,88.6,5.68,87.9,19.5,17.8,21.1,13.6,52.2,0.95,33.5,5.7,sazonal_sintetico,0,condições dentro do ideal,100
2026-10-01,Circuito das Frutas-SP,solo_convencional,San Andreas,20,vegetativo,4.8,33.6,145.7,5.61,64.0,20.3,20.6,27.4,13.1,65.3,0.87,24.4,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-04-11,Circuito das Frutas-SP,solo_convencional,San Andreas,128,producao,22.8,79.5,156.9,5.57,23.5,17.9,19.1,24.4,13.7,83.1,0.42,42.0,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-05-09,Circuito das Frutas-SP,solo_convencional,San Andreas,145,producao,32.2,37.2,87.6,6.23,21.5,16.4,17.0,25.4,9.2,71.7,0.59,33.4,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-01-30,Circuito das Frutas-SP,solo_convencional,San Andreas,119,producao,24.3,50.8,104.9,6.24,76.8,23.3,23.4,26.7,19.6,65.0,1.01,34.9,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-09-17,Circuito das Frutas-SP,solo_convencional,San Andreas,25,vegetativo,31.1,11.1,142.3,6.3,59.8,14.6,15.0,22.3,10.3,50.8,0.82,22.6,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-09-20,Circuito das Frutas-SP,solo_convencional,San Andreas,99,frutificacao,43.4,48.6,89.3,6.09,59.6,19.0,17.4,25.2,10.8,64.3,0.74,21.4,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-12-29,Circuito das Frutas-SP,solo_convencional,San Andreas,142,producao,44.1,44.0,151.4,5.96,71.7,23.1,23.9,29.8,19.4,83.7,0.54,39.7,1.3,sazonal_sintetico,0,condições dentro do ideal,100
2026-07-24,Circuito das Frutas-SP,solo_convencional,San Andreas,65,floracao,32.6,40.4,94.8,6.3,108.2,13.6,12.3,19.1,7.3,61.8,0.58,29.6,17.6,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-01-25,Circuito das Frutas-SP,solo_convencional,San Andreas,82,frutificacao,92.4,35.2,124.6,6.2,83.1,21.8,22.2,25.7,17.8,71.0,0.81,50.2,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-05-26,Circuito das Frutas-SP,solo_convencional,San Andreas,9,vegetativo,40.2,46.5,80.4,6.29,116.1,17.8,16.3,21.7,10.7,63.8,0.7,22.4,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-03-17,Circuito das Frutas-SP,solo_convencional,San Andreas,64,floracao,21.3,65.8,97.7,5.57,32.9,22.9,22.1,26.8,17.9,63.6,0.98,39.3,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-10-19,Circuito das Frutas-SP,solo_convencional,San Andreas,153,producao,40.2,57.5,313.4,6.14,73.2,20.6,19.1,24.3,13.0,78.1,0.54,39.5,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-05-24,Circuito das Frutas-SP,solo_convencional,San Andreas,28,vegetativo,34.2,76.3,53.9,6.19,65.6,16.2,17.4,22.6,12.7,73.8,0.57,33.6,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-05-03,Circuito das Frutas-SP,solo_convencional,San Andreas,105,frutificacao,33.2,66.4,133.1,6.26,70.1,16.8,18.6,25.4,11.0,62.1,0.83,33.2,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-03-12,Circuito das Frutas-SP,solo_convencional,San Andreas,157,producao,40.1,38.2,133.4,5.54,82.8,19.7,19.6,26.0,14.1,66.0,0.8,40.4,8.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-06-14,Circuito das Frutas-SP,solo_convencional,San Andreas,4,vegetativo,20.7,68.6,91.6,5.84,115.3,17.5,17.1,24.5,9.2,63.3,0.74,26.1,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-01-02,Circuito das Frutas-SP,solo_convencional,San Andreas,87,frutificacao,7.7,55.6,152.9,5.61,58.7,22.4,22.2,27.8,19.7,90.2,0.29,32.4,29.0,observado_horario_agregado,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-05-18,Circuito das Frutas-SP,solo_convencional,San Andreas,130,producao,33.9,15.7,174.1,6.4,89.0,16.5,18.5,23.5,11.6,66.9,0.74,30.1,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-04-21,Circuito das Frutas-SP,solo_convencional,San Andreas,13,vegetativo,30.0,72.6,382.3,6.3,66.8,21.3,19.6,24.3,13.3,62.4,0.87,40.1,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-07-25,Circuito das Frutas-SP,solo_convencional,San Andreas,97,frutificacao,11.0,54.0,102.1,5.52,73.0,15.5,15.1,20.9,7.9,58.2,0.73,32.0,13.5,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-09-14,Circuito das Frutas-SP,solo_convencional,San Andreas,80,frutificacao,37.7,74.4,105.2,6.49,59.3,17.3,17.4,22.0,14.0,58.8,0.82,31.1,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-07-02,Circuito das Frutas-SP,solo_convencional,San Andreas,44,floracao,31.6,14.9,156.8,5.72,69.9,14.0,14.8,19.5,9.7,47.1,0.86,28.8,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-11-10,Circuito das Frutas-SP,solo_convencional,San Andreas,71,frutificacao,27.1,55.9,117.1,7.92,59.3,19.0,20.9,26.1,15.3,90.9,0.26,46.0,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-10-25,Circuito das Frutas-SP,solo_convencional,San Andreas,96,frutificacao,41.3,68.9,135.8,5.86,37.2,19.2,18.7,27.1,11.9,83.0,0.42,37.2,11.7,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-06-14,Circuito das Frutas-SP,solo_convencional,San Andreas,177,producao,26.2,58.9,108.4,5.91,61.9,16.3,17.1,24.5,9.2,63.3,0.74,26.1,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-06-05,Circuito das Frutas-SP,solo_convencional,San Andreas,31,vegetativo,22.7,57.1,131.2,6.16,88.1,19.2,18.8,23.3,14.6,58.3,0.91,40.3,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-01-31,Circuito das Frutas-SP,solo_convencional,San Andreas,18,vegetativo,24.5,55.3,111.7,7.2,87.9,25.7,25.7,33.3,18.9,79.5,0.72,53.2,8.0,sazonal_sintetico,3,proteger: calor do ar,82
2026-03-13,Circuito das Frutas-SP,solo_convencional,San Andreas,169,producao,22.5,37.3,52.0,5.87,78.7,18.9,19.8,24.6,15.3,79.1,0.54,37.5,6.6,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-01-06,Circuito das Frutas-SP,solo_convencional,San Andreas,132,producao,40.2,49.5,144.4,5.81,62.0,21.8,21.1,28.7,15.8,71.6,0.78,54.7,0.0,observado_horario_agregado,0,condições dentro do ideal,100
2026-04-06,Circuito das Frutas-SP,solo_convencional,San Andreas,96,frutificacao,43.5,79.3,127.2,4.63,77.6,18.2,18.0,23.5,12.6,85.0,0.36,48.2,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-10-12,Circuito das Frutas-SP,solo_convencional,San Andreas,138,producao,68.1,42.1,144.2,5.8,83.4,18.8,16.9,21.7,12.8,71.1,0.6,27.5,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-01-19,Circuito das Frutas-SP,solo_convencional,San Andreas,147,producao,20.0,41.8,154.9,6.14,68.1,19.0,21.4,26.6,19.2,90.6,0.27,28.5,2.8,observado_horario_agregado,0,condições dentro do ideal,100
2026-06-15,Circuito das Frutas-SP,solo_convencional,San Andreas,177,producao,34.7,36.1,116.7,5.74,38.2,16.9,14.7,19.6,10.6,62.0,0.66,15.8,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-01-31,Circuito das Frutas-SP,solo_convencional,San Andreas,120,producao,41.2,159.6,156.7,6.01,64.5,24.0,25.7,33.3,18.9,79.5,0.72,53.2,8.0,sazonal_sintetico,3,proteger: calor do ar,82
2026-01-15,Circuito das Frutas-SP,solo_convencional,San Andreas,172,producao,39.5,58.3,83.6,5.6,87.5,21.3,21.6,28.8,19.0,83.4,0.45,31.0,30.8,observado_horario_agregado,0,condições dentro do ideal,100
2026-06-22,Circuito das Frutas-SP,solo_convencional,San Andreas,42,floracao,27.4,66.7,108.8,5.53,103.4,15.6,15.0,21.0,11.3,84.5,0.31,30.1,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-07-19,Circuito das Frutas-SP,solo_convencional,San Andreas,94,frutificacao,36.0,76.6,88.9,6.14,68.3,15.6,15.0,21.5,8.2,67.6,0.59,27.0,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-07-13,Circuito das Frutas-SP,solo_convencional,San Andreas,58,floracao,21.9,40.3,151.5,5.68,83.9,17.2,17.3,22.2,11.0,69.9,0.64,16.9,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-06-22,Circuito das Frutas-SP,solo_convencional,San Andreas,177,producao,39.1,52.4,155.4,6.45,87.8,14.4,15.0,21.0,11.3,84.5,0.31,30.1,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-04-02,Circuito das Frutas-SP,solo_convencional,San Andreas,62,floracao,31.0,54.0,317.0,5.74,68.5,21.7,20.1,26.7,13.5,68.2,0.78,42.3,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-01-16,Circuito das Frutas-SP,solo_convencional,San Andreas,168,producao,40.2,75.1,131.5,6.06,35.7,24.4,22.2,29.6,18.5,81.7,0.56,39.8,4.6,observado_horario_agregado,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-12-13,Circuito das Frutas-SP,solo_convencional,San Andreas,96,frutificacao,21.7,62.1,116.5,5.9,76.6,23.9,21.2,25.7,15.8,67.5,0.84,48.4,10.1,sazonal_sintetico,0,condições dentro do ideal,100
2026-02-09,Circuito das Frutas-SP,solo_convencional,San Andreas,59,floracao,39.9,73.6,117.1,7.44,76.9,24.5,23.5,30.2,18.7,82.8,0.55,53.8,3.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-11-19,Circuito das Frutas-SP,solo_convencional,San Andreas,153,producao,23.5,48.6,34.1,6.18,65.8,22.1,22.5,28.7,16.7,67.8,0.9,31.0,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-05-31,Circuito das Frutas-SP,solo_convencional,San Andreas,31,vegetativo,26.5,52.1,377.7,5.77,65.3,17.4,16.4,21.3,11.4,69.0,0.62,24.1,4.2,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-10-24,Circuito das Frutas-SP,solo_convencional,San Andreas,3,vegetativo,37.3,59.5,351.8,6.29,59.4,18.5,19.6,24.3,14.2,69.8,0.73,40.9,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-06-02,Circuito das Frutas-SP,solo_convencional,San Andreas,173,producao,27.5,76.6,92.5,6.26,57.4,14.9,14.2,19.7,6.6,68.3,0.56,24.7,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-02-14,Circuito das Frutas-SP,solo_convencional,San Andreas,177,producao,44.2,52.5,80.3,6.4,87.2,21.4,22.6,27.8,17.8,82.5,0.53,48.6,7.8,sazonal_sintetico,0,condições dentro do ideal,100
2026-12-29,Circuito das Frutas-SP,solo_convencional,San Andreas,19,vegetativo,36.2,41.0,148.4,6.35,56.4,24.4,23.9,29.8,19.4,83.7,0.54,39.7,1.3,sazonal_sintetico,0,condições dentro do ideal,100
2026-06-02,Circuito das Frutas-SP,solo_convencional,San Andreas,100,frutificacao,20.9,61.0,152.5,6.1,102.7,13.4,14.2,19.7,6.6,68.3,0.56,24.7,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-12-11,Circuito das Frutas-SP,solo_convencional,San Andreas,19,vegetativo,34.5,50.3,82.1,4.77,71.0,22.6,24.2,31.7,17.9,81.0,0.62,42.4,1.6,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-09-13,Circuito das Frutas-SP,solo_convencional,San Andreas,80,frutificacao,41.7,65.7,138.0,6.12,57.1,18.5,17.8,22.4,13.5,68.0,0.69,30.3,3.2,sazonal_sintetico,0,condições dentro do ideal,100
2026-11-21,Circuito das Frutas-SP,solo_convencional,San Andreas,110,frutificacao,37.5,33.4,83.4,6.34,78.8,24.8,23.5,31.2,16.0,70.2,0.89,48.4,2.1,sazonal_sintetico,0,condições dentro do ideal,100
2026-09-25,Circuito das Frutas-SP,solo_convencional,San Andreas,160,producao,43.5,72.6,119.0,4.66,89.2,19.6,17.8,21.1,13.6,52.2,0.95,33.5,5.7,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-11-22,Circuito das Frutas-SP,solo_convencional,San Andreas,80,frutificacao,35.9,66.7,103.1,6.02,18.8,23.0,22.0,27.9,16.2,96.4,0.11,33.7,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-02-21,Circuito das Frutas-SP,solo_convencional,San Andreas,114,producao,23.2,76.0,91.6,6.3,44.5,22.3,23.1,29.0,15.1,71.9,0.83,44.6,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-06-19,Circuito das Frutas-SP,solo_convencional,San Andreas,97,frutificacao,44.3,7.3,146.7,6.03,71.8,17.2,15.7,21.6,8.8,64.9,0.66,24.3,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-12-04,Circuito das Frutas-SP,solo_convencional,San Andreas,177,producao,33.5,33.0,153.2,5.83,124.9,22.4,22.0,28.1,17.6,78.9,0.61,44.5,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-10-01,Circuito das Frutas-SP,solo_convencional,San Andreas,69,frutificacao,86.0,78.7,116.1,6.1,79.1,20.6,20.6,27.4,13.1,65.3,0.87,24.4,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-09-20,Circuito das Frutas-SP,solo_convencional,San Andreas,34,vegetativo,22.7,62.3,162.8,6.45,81.2,16.6,17.4,25.2,10.8,64.3,0.74,21.4,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-09-13,Circuito das Frutas-SP,solo_convencional,San Andreas,171,producao,98.2,55.8,81.6,5.95,64.7,18.0,17.8,22.4,13.5,68.0,0.69,30.3,3.2,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-10-28,Circuito das Frutas-SP,solo_convencional,San Andreas,133,producao,35.8,59.8,117.0,7.35,81.7,22.0,21.9,26.6,17.5,77.8,0.63,37.2,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-12-19,Circuito das Frutas-SP,solo_convencional,San Andreas,60,floracao,36.4,30.4,145.9,5.78,84.0,21.8,21.4,25.2,16.0,77.4,0.63,41.6,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-02-15,Circuito das Frutas-SP,solo_convencional,San Andreas,79,frutificacao,32.5,62.1,112.7,7.29,64.1,21.0,22.7,29.4,16.3,81.4,0.57,42.4,10.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-09-11,Circuito das Frutas-SP,solo_convencional,San Andreas,96,frutificacao,23.7,53.7,146.2,6.43,82.8,15.1,15.2,19.2,11.3,82.9,0.34,26.5,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-08-08,Circuito das Frutas-SP,solo_convencional,San Andreas,125,producao,26.1,60.2,105.9,4.51,88.4,13.9,14.4,23.2,6.0,76.0,0.44,22.9,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-10-10,Circuito das Frutas-SP,solo_convencional,San Andreas,100,frutificacao,41.9,69.4,113.8,5.8,55.1,19.0,19.6,27.4,13.2,63.7,0.84,24.0,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-07-09,Circuito das Frutas-SP,solo_convencional,San Andreas,4,vegetativo,99.4,34.2,104.7,5.85,80.1,16.5,17.6,24.5,12.5,63.1,0.77,30.5,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-05-25,Circuito das Frutas-SP,solo_convencional,San Andreas,116,producao,36.8,73.0,108.0,6.39,63.9,13.5,15.8,20.5,10.1,60.2,0.73,22.4,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-08-01,Circuito das Frutas-SP,solo_convencional,San Andreas,141,producao,66.9,78.0,131.2,6.35,76.9,16.4,15.3,21.0,9.1,65.9,0.63,15.6,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-05-04,Circuito das Frutas-SP,solo_convencional,San Andreas,131,producao,37.6,75.6,154.6,6.36,65.4,20.4,20.1,28.5,13.2,71.2,0.72,30.9,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-02-02,Circuito das Frutas-SP,solo_convencional,San Andreas,100,frutificacao,30.6,40.3,84.5,6.08,84.9,21.1,22.0,29.9,15.3,95.4,0.14,40.6,20.1,sazonal_sintetico,0,condições dentro do ideal,100
2026-04-23,Circuito das Frutas-SP,solo_convencional,San Andreas,27,vegetativo,21.5,37.5,135.7,5.64,84.3,19.4,18.1,24.5,12.4,66.6,0.72,21.8,0.0,sazonal_sintetico,0,condições dentro do ideal,100
