timestamp,polo,sistema,cultivar,dias_apos_transplante,fase,ce_ms_cm,ph,N,P,K,Ca,Mg,temp_solucao_c,od_mg_l,vazao_l_min,nivel_reservatorio_pct,temp_ar_c,temp_max_c,temp_min_c,umidade_relativa_pct,vpd_kpa,dli_mol_m2_d,origem_clima,ce_alvo_min,ce_alvo_max,classe_acao,motivo,saude_pct
2026-02-19,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,9,vegetativo,1.04,5.75,100.4,28.4,171.4,83.7,30.0,24.0,6.28,1.11,84.2,23.8,29.1,18.5,75.3,0.79,33.7,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-10-09,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,142,producao,2.43,5.67,254.0,64.2,464.8,191.1,61.4,17.0,9.14,0.79,64.7,17.0,22.9,11.2,73.8,0.57,21.3,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-07-14,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,175,producao,1.07,5.53,103.4,28.6,157.2,85.8,28.4,15.0,9.44,1.13,48.5,15.1,22.0,8.2,66.1,0.61,14.2,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-02-27,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,140,producao,1.47,6.07,161.4,42.7,216.0,131.6,39.9,25.5,7.59,1.06,91.0,25.9,31.6,20.3,77.8,0.8,31.0,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-03-18,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,82,frutificacao,1.42,6.72,137.4,35.9,269.7,119.3,37.8,23.2,7.4,1.42,60.3,21.5,26.5,16.6,71.1,0.8,30.0,sazonal_sintetico,1.3,1.6,1,travar/corrigir: CE ou pH alto,88
2026-03-08,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,165,producao,1.6,5.96,161.9,43.3,268.9,137.8,42.4,21.8,7.85,1.32,20.2,22.6,29.2,16.1,81.7,0.59,27.6,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-03-31,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,179,producao,1.44,6.11,146.2,34.4,249.6,106.9,37.9,22.8,7.15,1.24,77.2,22.2,27.7,16.7,70.1,0.84,22.3,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-02-06,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,134,producao,1.47,5.65,158.2,39.5,248.5,123.4,42.4,22.9,8.23,1.02,24.6,23.8,29.2,18.3,86.8,0.49,31.0,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-03-15,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,32,vegetativo,1.04,5.72,114.5,29.3,166.7,88.6,25.8,24.3,7.45,1.37,61.5,23.2,29.9,16.6,89.6,0.4,28.9,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-03-17,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,143,producao,1.65,6.02,162.1,46.0,274.3,117.9,46.9,23.3,7.12,1.17,17.0,23.6,28.3,18.9,66.6,0.98,28.3,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-12-20,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,2,vegetativo,0.53,5.8,54.2,14.5,87.3,41.1,14.1,24.7,6.64,0.98,92.8,24.5,30.1,18.9,81.7,0.66,31.9,sazonal_sintetico,0.9,1.2,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-08-05,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,58,floracao,1.32,4.78,137.3,34.3,212.8,101.0,37.2,17.1,7.67,1.14,61.6,17.7,22.9,12.4,83.0,0.42,18.8,sazonal_sintetico,1.1,1.4,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-05-31,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,61,floracao,1.26,5.59,132.6,33.1,205.3,92.8,30.8,17.9,9.5,1.04,85.5,17.6,22.8,12.4,72.0,0.62,17.3,sazonal_sintetico,1.1,1.4,0,condições dentro do ideal,100
2026-10-23,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,109,frutificacao,1.33,5.52,129.2,34.9,201.2,113.7,35.3,22.1,7.83,1.12,47.7,20.8,27.5,14.1,76.1,0.65,23.5,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-01-04,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,58,floracao,1.26,5.91,128.6,33.3,194.6,107.3,36.5,20.2,6.86,0.92,72.7,24.0,29.3,18.8,79.3,0.66,40.9,observado_horario_agregado,1.1,1.4,0,condições dentro do ideal,100
2026-10-28,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,180,producao,1.59,6.07,160.0,41.7,259.6,128.4,41.4,22.9,7.55,0.98,7.0,23.3,28.1,18.5,80.8,0.63,26.7,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-05-10,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,177,producao,1.42,6.12,128.5,38.3,252.3,119.9,39.0,19.1,7.53,1.3,92.4,18.6,23.9,13.4,72.1,0.62,22.4,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-10-30,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,85,frutificacao,2.26,5.66,213.9,55.9,358.4,191.5,63.1,20.7,8.53,1.39,75.9,20.9,27.4,14.4,72.4,0.79,23.4,sazonal_sintetico,1.3,1.6,1,travar/corrigir: CE ou pH alto,88
2026-12-27,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,68,frutificacao,1.05,5.63,97.1,28.7,163.9,82.2,29.2,24.8,6.57,0.97,71.8,23.6,28.8,18.4,83.9,0.56,31.7,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-07-11,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,45,floracao,1.71,5.87,171.3,47.1,268.5,153.0,42.9,17.4,9.47,0.87,52.2,17.7,23.7,11.7,73.7,0.55,24.8,sazonal_sintetico,1.1,1.4,1,travar/corrigir: CE ou pH alto,88
2026-07-07,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,46,floracao,1.9,5.7,186.6,49.3,340.0,157.1,46.8,15.1,7.82,1.3,87.3,14.6,22.0,7.2,60.5,0.68,24.1,sazonal_sintetico,1.1,1.4,1,travar/corrigir: CE ou pH alto,88
2026-07-12,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,147,producao,1.47,4.96,150.2,41.2,242.9,119.7,42.2,16.3,7.48,1.05,71.7,16.5,23.1,9.8,53.8,0.81,18.8,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-03-13,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,86,frutificacao,1.38,5.83,145.9,41.2,210.0,110.7,37.6,20.4,8.19,1.34,87.4,21.2,26.1,16.3,82.1,0.54,27.0,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-11-11,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,10,vegetativo,1.17,6.82,119.8,30.1,205.2,93.6,33.9,22.8,7.22,0.67,81.0,22.9,28.5,17.4,71.0,0.85,27.7,sazonal_sintetico,0.9,1.2,1,travar/corrigir: CE ou pH alto,88
2026-08-21,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,99,frutificacao,1.36,5.76,142.6,36.7,215.9,98.6,34.8,20.3,8.67,1.05,13.5,17.9,24.4,11.3,74.1,0.58,25.6,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-09-07,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,29,vegetativo,1.0,5.75,97.0,26.2,172.7,82.8,26.7,16.6,8.06,1.11,75.2,15.9,22.3,9.5,65.1,0.66,29.9,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-11-08,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,96,frutificacao,1.42,6.1,138.6,38.3,236.5,117.7,36.3,22.6,8.15,1.29,46.7,21.6,27.3,15.9,82.2,0.56,36.2,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-06-25,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,22,vegetativo,1.15,5.52,108.9,31.1,186.5,89.9,32.4,16.4,7.7,0.53,86.8,16.1,20.6,11.6,61.6,0.76,18.1,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-07-18,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,24,vegetativo,1.16,6.0,115.2,29.7,233.5,89.5,27.8,17.4,8.5,0.92,80.4,17.3,23.4,11.2,49.1,0.89,16.5,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-03-04,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,67,frutificacao,1.6,5.77,154.9,44.4,300.4,127.3,42.0,21.9,8.27,0.81,61.3,21.9,27.6,16.2,66.9,0.96,30.3,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-03-14,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,33,vegetativo,0.97,4.5,96.2,27.8,172.2,71.8,25.2,24.4,7.24,1.14,63.5,21.7,28.7,14.7,75.5,0.69,39.0,sazonal_sintetico,0.9,1.2,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-01-13,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,126,producao,1.46,5.54,136.3,38.8,242.6,109.4,35.5,26.6,6.47,1.61,90.0,25.6,32.1,19.2,83.9,0.63,29.2,observado_horario_agregado,1.4,1.7,3,proteger: calor do ar,82
2026-07-29,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,76,frutificacao,2.13,5.94,217.3,55.9,336.2,179.2,45.2,15.4,9.31,1.16,49.3,16.6,20.9,12.3,63.4,0.69,13.6,sazonal_sintetico,1.3,1.6,1,travar/corrigir: CE ou pH alto,88
2026-05-20,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,32,vegetativo,0.5,5.99,46.0,12.2,78.4,38.0,13.4,25.2,7.19,1.47,54.2,22.1,27.4,16.8,65.8,0.95,22.6,sazonal_sintetico,0.9,1.2,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-05-30,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,164,producao,1.42,4.81,145.9,38.1,234.1,122.4,37.1,18.6,8.01,1.34,64.5,18.4,25.3,11.5,64.3,0.76,17.6,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-07-27,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,41,floracao,1.14,5.59,121.0,31.7,172.0,95.0,30.4,12.1,8.2,1.15,18.0,13.9,19.4,8.4,75.0,0.48,17.5,sazonal_sintetico,1.1,1.4,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-12-23,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,116,producao,1.62,5.63,142.7,40.2,294.0,135.1,40.3,23.6,8.05,1.36,64.4,23.8,30.6,17.0,82.7,0.61,38.3,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-05-15,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,102,frutificacao,1.49,5.56,162.6,43.7,276.2,125.5,41.2,17.5,9.46,1.36,52.3,16.1,21.7,10.5,55.9,0.82,20.7,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-08-02,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,16,vegetativo,1.51,6.07,142.4,44.5,259.9,130.4,36.0,15.3,7.76,1.04,91.1,15.9,21.8,9.9,53.8,0.8,17.8,sazonal_sintetico,0.9,1.2,1,travar/corrigir: CE ou pH alto,88
2026-04-10,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,122,producao,1.47,5.69,141.2,35.9,229.4,118.4,37.5,18.6,7.71,1.33,64.8,19.7,26.0,13.4,76.0,0.62,17.8,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-10-08,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,88,frutificacao,0.92,5.74,90.5,26.2,136.0,80.2,25.3,21.5,7.6,1.24,67.2,19.9,25.9,13.9,80.9,0.53,19.6,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-01-16,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,153,producao,1.6,5.84,156.6,41.7,257.3,127.1,43.6,28.0,5.95,1.8,55.5,25.3,31.1,19.5,84.7,0.56,28.7,observado_horario_agregado,1.4,1.7,3,proteger: solução quente,82
2026-09-21,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,88,frutificacao,1.33,5.61,129.5,39.2,208.5,108.2,34.2,18.2,7.8,1.1,99.6,17.6,22.2,13.1,72.4,0.61,24.8,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-06-22,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,40,floracao,1.31,5.91,129.3,31.2,237.5,108.0,38.4,16.8,7.46,1.18,83.7,17.4,22.5,12.3,87.5,0.31,21.7,sazonal_sintetico,1.1,1.4,0,condições dentro do ideal,100
2026-05-09,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,22,vegetativo,0.97,5.88,94.2,26.4,154.2,73.9,23.7,18.1,7.49,1.53,96.2,18.6,26.9,10.2,74.7,0.59,24.0,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-09-02,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,96,frutificacao,1.94,5.57,209.8,48.2,314.3,153.3,50.7,19.4,8.56,1.31,71.5,19.8,26.5,13.0,67.3,0.81,14.6,sazonal_sintetico,1.3,1.6,1,travar/corrigir: CE ou pH alto,88
2026-11-24,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,130,producao,1.49,5.66,165.6,40.6,254.7,121.0,41.4,21.4,7.67,1.29,85.4,22.8,30.2,15.3,80.5,0.61,26.9,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-04-04,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,147,producao,1.42,6.05,147.9,38.3,209.0,109.8,34.6,21.9,7.85,0.96,90.7,20.7,25.4,16.0,65.8,0.88,32.0,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-05-26,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,91,frutificacao,1.5,6.18,158.7,42.5,234.9,126.1,38.1,15.7,7.6,1.47,47.8,17.4,23.2,11.7,66.8,0.7,16.1,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-02-16,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,43,floracao,1.26,5.66,124.5,35.3,219.9,106.5,32.5,23.8,6.65,1.15,69.9,25.3,33.0,17.5,78.7,0.75,21.3,sazonal_sintetico,1.1,1.4,3,proteger: calor do ar,82
2026-03-16,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,100,frutificacao,0.64,6.02,61.8,17.0,98.5,52.4,17.0,23.1,7.85,1.18,88.3,22.0,27.1,17.0,78.1,0.68,35.6,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-12-04,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,1,vegetativo,0.98,5.78,101.7,25.3,165.8,75.9,24.5,25.3,7.32,0.82,91.0,24.1,29.6,18.6,81.9,0.61,32.0,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-08-21,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,42,floracao,1.22,5.82,125.5,35.5,180.3,97.7,35.7,18.7,8.66,0.97,72.1,17.9,24.4,11.3,74.1,0.58,25.6,sazonal_sintetico,1.1,1.4,0,condições dentro do ideal,100
2026-04-29,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,139,producao,1.55,6.18,155.1,40.4,267.6,116.8,36.4,19.5,7.98,1.31,92.9,21.2,27.7,14.6,68.1,0.87,23.4,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-06-25,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,92,frutificacao,1.46,6.16,136.4,38.8,244.8,104.7,39.6,18.3,7.8,1.43,76.0,16.1,20.6,11.6,61.6,0.76,18.1,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-08-16,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,94,frutificacao,1.56,4.73,146.5,42.2,286.0,121.7,37.2,17.8,7.68,1.27,99.4,19.4,27.5,11.3,55.7,0.96,14.9,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-03-11,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,40,floracao,1.71,5.51,193.0,50.2,269.8,119.0,45.4,24.3,6.22,0.88,54.8,23.2,28.1,18.4,66.9,0.92,26.5,sazonal_sintetico,1.1,1.4,1,travar/corrigir: CE ou pH alto,88
2026-11-11,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,28,vegetativo,0.91,7.03,95.5,23.9,161.6,65.7,26.1,25.2,7.97,1.76,75.6,22.9,28.5,17.4,71.0,0.85,27.7,sazonal_sintetico,0.9,1.2,1,travar/corrigir: CE ou pH alto,88
2026-05-31,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,110,frutificacao,1.34,5.58,133.7,36.5,211.9,106.9,35.4,18.3,9.4,1.07,96.8,17.6,22.8,12.4,72.0,0.62,17.3,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-12-27,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,120,producao,1.69,5.67,172.7,44.7,309.9,125.8,42.4,24.4,8.05,1.16,13.1,23.6,28.8,18.4,83.9,0.56,31.7,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-01-21,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,48,floracao,1.34,5.83,143.0,39.7,226.7,99.1,32.6,19.2,7.72,1.14,85.6,19.5,23.4,15.7,88.5,0.3,26.0,observado_horario_agregado,1.1,1.4,0,condições dentro do ideal,100
2026-06-26,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,34,vegetativo,0.78,6.14,83.2,22.0,121.2,64.2,20.5,18.9,8.87,1.68,97.5,18.4,23.8,13.1,70.9,0.69,14.9,sazonal_sintetico,0.9,1.2,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-06-02,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,43,floracao,1.3,4.85,126.2,32.9,220.1,102.0,30.7,14.3,9.79,0.99,47.5,14.4,21.2,7.6,71.3,0.56,17.8,sazonal_sintetico,1.1,1.4,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-12-03,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,23,vegetativo,0.74,5.63,79.3,18.4,129.7,56.0,19.5,20.1,6.65,1.4,98.9,21.0,26.2,15.9,86.7,0.45,31.0,sazonal_sintetico,0.9,1.2,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-06-19,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,26,vegetativo,0.8,5.68,73.8,21.3,133.3,64.1,21.5,16.7,8.9,0.93,60.2,16.4,23.0,9.8,67.9,0.66,17.5,sazonal_sintetico,0.9,1.2,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-04-05,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,81,frutificacao,1.48,5.77,134.3,40.0,240.7,113.5,37.7,17.5,8.53,1.42,46.9,18.4,23.8,13.0,71.0,0.69,29.5,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-03-11,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,162,producao,0.88,5.77,85.4,23.1,146.7,71.5,21.3,23.4,6.54,1.09,51.8,23.2,28.1,18.4,66.9,0.92,26.5,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-05-24,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,23,vegetativo,1.08,5.95,105.6,28.9,192.4,81.9,27.2,20.3,6.94,1.44,54.5,18.9,24.2,13.7,76.8,0.57,24.2,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-10-31,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,38,floracao,1.34,6.08,120.6,34.9,222.1,103.7,34.8,21.2,8.75,1.13,87.0,20.2,25.0,15.4,78.8,0.59,26.0,sazonal_sintetico,1.1,1.4,0,condições dentro do ideal,100
2026-04-27,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,3,vegetativo,1.06,5.86,110.0,27.5,169.1,83.3,27.0,22.4,7.7,0.92,94.6,21.2,26.9,15.4,71.4,0.73,20.5,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-12-02,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,20,vegetativo,1.01,6.04,97.8,25.2,151.5,85.5,27.8,20.8,6.96,1.63,66.4,21.8,28.5,15.0,91.2,0.32,30.9,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-08-13,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,135,producao,1.59,6.18,155.0,39.7,257.5,116.2,44.8,18.3,7.14,1.36,82.6,17.5,24.5,10.6,68.6,0.65,14.1,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-12-01,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,180,producao,2.49,5.97,260.5,69.8,355.5,200.8,66.5,20.7,7.85,1.35,49.9,22.9,29.5,16.3,73.0,0.8,26.2,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-06-18,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,138,producao,1.51,7.21,156.5,40.2,255.6,119.0,40.8,16.5,8.7,1.31,69.8,15.7,21.0,10.4,67.2,0.67,14.1,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-09-14,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,175,producao,1.43,4.6,130.7,38.5,246.1,121.4,35.2,17.8,8.58,1.2,62.4,19.2,23.4,15.0,61.8,0.82,22.4,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-09-25,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,21,vegetativo,1.04,5.72,106.5,27.8,156.9,83.4,26.5,17.8,9.08,0.92,61.5,18.6,22.6,14.6,55.2,0.95,24.1,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-10-01,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,136,producao,1.49,4.79,142.1,35.4,242.8,119.6,43.2,21.7,6.84,1.09,45.2,21.5,28.9,14.1,68.3,0.87,17.6,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-04-11,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,117,producao,0.69,5.65,59.4,18.7,114.9,56.4,18.3,21.5,8.72,0.96,95.4,20.3,25.9,14.7,86.1,0.42,30.3,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-05-09,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,41,floracao,1.77,5.78,179.5,47.8,289.9,139.1,46.5,17.0,9.47,1.71,95.0,18.6,26.9,10.2,74.7,0.59,24.0,sazonal_sintetico,1.1,1.4,1,travar/corrigir: CE ou pH alto,88
2026-01-30,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,142,producao,2.24,5.62,223.0,59.5,398.6,197.9,56.8,23.7,6.95,1.12,62.9,24.4,28.2,20.6,68.0,1.01,25.1,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-09-17,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,67,frutificacao,0.94,5.54,100.4,22.3,171.5,75.7,26.8,18.8,8.53,1.34,99.6,17.6,23.8,11.3,53.8,0.82,16.3,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-09-20,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,43,floracao,1.26,6.0,137.6,33.8,203.4,104.0,35.3,18.4,8.53,1.21,68.1,19.3,26.7,11.8,67.3,0.74,15.4,sazonal_sintetico,1.1,1.4,0,condições dentro do ideal,100
2026-12-29,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,123,producao,1.45,5.66,137.9,38.5,230.3,126.3,40.0,26.3,7.1,1.63,65.5,25.8,31.3,20.4,86.7,0.54,28.6,sazonal_sintetico,1.4,1.7,3,proteger: solução quente,82
2026-07-24,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,80,frutificacao,1.09,5.73,112.7,30.8,187.6,89.1,26.4,12.5,7.82,1.28,53.5,14.4,20.6,8.3,64.8,0.58,21.3,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-01-25,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,137,producao,1.61,5.94,146.1,42.8,268.8,121.4,43.3,23.0,6.6,1.23,69.5,23.0,27.2,18.8,74.0,0.81,36.2,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-05-26,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,119,producao,1.6,5.61,158.1,41.1,298.0,127.5,42.7,19.5,8.02,1.31,57.8,17.4,23.2,11.7,66.8,0.7,16.1,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-03-17,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,74,frutificacao,1.4,5.84,139.2,37.6,231.5,115.7,38.0,24.3,6.85,1.17,54.3,23.6,28.3,18.9,66.6,0.98,28.3,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-10-19,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,7,vegetativo,1.01,5.87,98.5,29.9,178.2,89.2,28.9,20.1,6.95,1.31,59.1,19.9,25.8,14.0,81.1,0.54,28.4,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-05-24,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,66,frutificacao,1.99,6.03,201.0,56.3,343.1,163.5,50.8,17.7,9.21,1.29,91.3,18.9,24.2,13.7,76.8,0.57,24.2,sazonal_sintetico,1.3,1.6,1,travar/corrigir: CE ou pH alto,88
2026-05-03,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,169,producao,1.15,5.88,120.4,30.4,183.0,86.9,29.6,19.2,8.86,1.51,55.5,19.5,27.0,12.0,65.1,0.83,23.9,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
